Supplementary_Table4: Detection results of population data(MS+Seq-Gen+ART),,,,,,,,
,,,,,,,,
,sample,chr13,chr18,chr21,chr13_zscore,chr18_zscore,chr21_zscore,label
399,sample_438,0,0,0,0.061215929,2.906136934,-0.112787605,0
400,sample_439,0,0,0,0.058547775,2.974473471,-0.077111402,0
401,sample_440,0,0,0,0.123486058,2.812351808,-0.143793047,0
402,sample_441,0,1,0,0.028632423,3.817496088,-0.10166772,18
403,sample_442,0,1,0,0.010976938,3.839201246,-0.098035819,18
404,sample_443,0,0,0,0.136375362,1.76155158,-0.047487128,0
405,sample_444,0,0,0,0.135457286,2.251216,-0.048582468,0
406,sample_445,0,0,0,0.102462909,1.902782691,-0.04418062,0
407,sample_446,0,1,0,-0.003530662,4.39948654,-0.090272758,18
408,sample_447,0,1,0,-0.022199822,5.389303439,-0.16395418,18
409,sample_448,0,1,0,0.017779472,5.389303439,-0.045732444,18
410,sample_449,0,0,0,0.071316176,2.701096348,-0.048044343,0
411,sample_450,0,0,0,0.139654126,2.751103943,-0.095740334,0
412,sample_451,0,1,0,0.004268459,4.7771346,-0.20147585,18
413,sample_452,0,0,0,0.117246406,2.045532341,-0.024773766,0
414,sample_453,0,1,0,-0.097694115,6.214323726,-0.221870459,18
415,sample_454,0,1,0,-0.177442144,6.243502295,-0.24530607,18
416,sample_455,0,0,0,0.127700155,2.427594766,-0.056708324,0
417,sample_456,0,0,0,0.089218646,2.434638617,-0.016508037,0
418,sample_457,0,1,0,0.008662118,3.677858016,-0.084366628,18
419,sample_458,0,0,0,0.020363878,2.697454772,-0.065468404,0
420,sample_459,0,0,0,0.074518999,2.510816603,-0.03781226,0
421,sample_460,0,0,0,0.104068174,2.494516059,-0.040150162,0
422,sample_461,0,1,0,-0.135789299,7.067305131,-0.289601624,18
423,sample_462,0,0,0,0.12564422,1.719055802,0.027552002,0
424,sample_463,0,1,0,0.069883613,3.496443554,-0.061895737,18
425,sample_464,0,1,0,0.063559444,3.431653919,-0.019615131,18
426,sample_465,0,0,0,0.147396343,2.393964293,-0.036449859,0
427,sample_466,0,0,0,0.074354401,2.490477341,-0.007432939,0
428,sample_467,0,1,0,0.101998175,4.603315421,-0.138109275,18
429,sample_468,0,1,0,0.034735625,4.590395001,-0.138109275,18
430,sample_469,0,0,0,0.116155469,2.301991514,-0.017691897,0
431,sample_470,0,0,0,0.170628585,1.828914355,-0.075771988,0
432,sample_471,0,0,0,0.084282383,2.120393297,0.007398286,0
433,sample_472,0,1,0,0.00477299,3.675610402,-0.088161985,18
434,sample_473,0,0,0,0.100934766,2.556485671,-0.038452152,0
435,sample_474,0,0,0,0.09168387,2.57070166,-0.043209645,0
436,sample_475,0,1,0,-0.040774629,5.769816702,-0.159758156,18
437,sample_476,0,1,0,-0.040487772,4.899523632,-0.133544034,18
438,sample_477,0,1,0,0.008891457,4.977704879,-0.08275515,18
439,sample_478,0,0,0,0.157724582,1.697633578,-0.029199771,0
440,sample_479,0,0,0,0.075676386,2.727229209,-0.071120699,0
441,sample_480,0,0,0,0.138911064,2.093200081,-0.032382822,0
442,sample_481,0,0,0,0.129474269,1.885637192,-0.004104238,0
443,sample_482,0,0,0,0.075798953,2.496904366,-0.051788164,0
444,sample_483,0,0,0,0.134403101,2.407958323,-0.029463293,0
445,sample_484,0,0,0,0.125163049,1.616206525,0.00835774,0
446,sample_485,0,1,0,-0.033704863,5.295087339,-0.140759366,18
447,sample_486,0,1,0,0.002441174,6.238605081,-0.207624917,18
448,sample_487,0,0,0,0.101932973,2.21552872,-0.018932865,0
449,sample_488,0,1,0,-0.116667624,7.28767975,-0.276539031,18
450,sample_489,0,1,0,0.063193529,5.725791473,-0.216237553,18
451,sample_490,0,1,0,0.021025406,5.698791313,-0.140336695,18
452,sample_491,0,0,0,0.093633799,2.386435655,-0.08237736,0
453,sample_492,0,0,0,0.134538414,2.441574895,-0.020376015,0
454,sample_493,0,0,0,0.147071318,1.649045833,0.011583224,0
455,sample_494,0,1,0,0.102274048,3.178056876,-0.09047347,18
456,sample_495,0,1,0,0.050807506,5.05783484,-0.032907516,18
457,sample_496,0,0,0,0.060761009,2.953658442,-0.055430147,0
458,sample_498,0,0,0,0.08406925,2.415943061,-0.04536233,0
459,sample_499,0,0,0,0.101325817,2.778525553,-0.138129059,0
460,sample_500,0,0,0,0.098621008,2.121711733,-0.086286697,0
461,sample_501,0,0,0,0.12225607,1.830834046,0.006077592,0
462,sample_502,0,1,0,-0.043742167,5.841793535,-0.106039423,18
463,sample_503,0,1,0,0.005409428,5.914528045,-0.212766122,18
464,sample_504,0,0,0,0.069451186,2.449620145,-0.053064094,0
465,sample_505,0,0,0,0.090562536,2.72852575,-0.083568477,0
466,sample_506,0,0,0,0.034167858,2.738573581,-0.091134296,0
467,sample_507,0,0,0,0.160360447,1.707201927,0.025041023,0
468,sample_508,0,1,0,-0.031684748,5.660991089,-0.118650736,18
469,sample_509,0,0,0,0.130967295,2.318230967,-0.060285771,0
470,sample_510,0,1,0,-0.000619034,3.744753062,-0.167894577,18
471,sample_513,0,1,0,-0.028117863,5.704663491,-0.1429361,18
472,sample_514,0,1,0,0.044235879,5.646422642,-0.201408378,18
473,sample_515,0,1,0,0.005727477,5.461034819,-0.108938765,18
474,sample_516,0,1,0,-0.055102606,5.388329322,-0.161077624,18
475,sample_517,0,1,0,0.086326311,3.221656753,-0.102990414,0
476,sample_518,0,1,0,0.10631259,3.025677205,-0.03838321,0
477,sample_520,0,0,0,0.15156146,1.725754233,-0.008639478,0
478,sample_522,0,0,0,0.125660409,1.905285384,0.004748515,0
479,sample_523,0,0,0,0.194556333,1.805304352,-0.068600467,0
480,sample_524,0,0,0,0.117841393,2.621651575,-0.060323341,0
481,sample_525,0,0,0,0.095800711,1.655097551,0.017927101,0
482,sample_526,0,1,0,-0.030018456,5.813894492,-0.226137565,18
483,sample_527,0,0,0,0.131515301,1.757653004,0.004100659,0
484,sample_529,0,1,0,-0.005074138,3.488761103,-0.087399729,18
485,sample_530,0,1,0,-0.007528277,4.2930045,-0.127278392,18
486,sample_531,0,1,0,0.076421638,4.338054594,-0.172507499,18
487,sample_532,0,0,0,0.086539047,1.66426942,-0.018911204,0
488,sample_533,0,1,0,0.092582022,3.763673527,-0.025237404,18
489,sample_534,0,0,0,0.16809173,1.841416596,0.012955701,0
490,sample_535,0,1,0,0.023693326,3.787451538,-0.107164705,18
491,sample_536,0,1,0,0.037586103,3.798126157,-0.07144125,18
492,sample_537,0,0,0,0.164869627,1.715880292,-0.014389907,0
493,sample_538,0,1,0,-0.0238952,5.420709465,-0.176073332,18
494,sample_539,0,0,0,0.109348176,2.2115717,-0.044071039,0
495,sample_540,0,0,0,0.168522491,2.310784146,0.010320592,0
496,sample_541,0,0,0,0.093857457,2.101973818,-0.061921985,0
497,sample_542,0,0,0,0.155394918,2.07522801,-0.027397874,0
498,sample_543,0,0,0,0.109091022,1.816291242,-0.012393022,0
499,sample_544,0,0,0,0.157657188,1.749629954,-0.010080308,0
500,sample_545,0,1,0,0.059187201,3.853995308,-0.09934498,18
501,sample_546,0,1,0,0.127184932,3.945655947,-0.136154927,18
502,sample_547,0,0,0,0.166308265,1.706643634,-0.037143744,0
503,sample_548,0,0,0,0.117372543,1.66429454,0.000852081,0
504,sample_549,0,1,0,-0.081857973,6.171480279,-0.305532104,18
505,sample_550,0,1,0,-0.104766343,6.230153001,-0.181829783,18
506,sample_552,0,0,0,0.134080143,1.802285409,-0.030083227,0
507,sample_553,0,0,0,0.128946555,1.71683781,0.007079623,0
508,sample_554,0,1,0,-0.016895048,5.10379542,-0.101273445,18
509,sample_555,0,1,0,-0.110561645,6.075952701,-0.195302519,18
510,sample_556,0,0,0,0.138380804,2.468978718,-0.011911163,0
511,sample_557,0,1,0,0.102562812,3.033031878,-0.096210849,0
512,sample_558,0,1,0,0.066888134,3.066768377,-0.08774321,0
513,sample_559,0,1,0,-0.119523868,6.718778634,-0.273103721,18
514,sample_560,0,0,0,0.116538504,2.055505582,-0.006255169,0
515,sample_561,0,0,0,0.08748147,1.956301754,0.002975223,0
516,sample_562,0,0,0,0.059003001,2.516453883,-0.039983615,0
517,sample_563,0,0,0,0.165378005,2.460805183,-0.060934801,0
518,sample_564,0,1,0,0.08041792,4.566093638,-0.117412416,18
519,sample_565,0,1,0,0.044268124,3.532811123,-0.088174305,18
520,sample_566,0,1,0,0.085145521,4.084305375,-0.099657222,18
521,sample_567,0,1,0,0.092605702,4.03844869,-0.130349824,18
522,sample_568,0,0,0,0.019502787,2.852579516,-0.029668527,0
523,sample_569,0,0,0,0.09747079,2.147716944,-0.062262451,0
524,sample_570,0,0,0,0.145123631,1.814382477,-0.058755362,0
525,sample_572,0,1,0,0.059143068,3.167061721,-0.116604213,18
526,sample_573,0,0,0,0.141936112,1.822734808,-0.022124631,0
527,sample_574,0,1,0,0.041806008,4.203014835,-0.121380176,18
528,sample_575,0,1,0,0.106906119,3.560465099,-0.189419434,18
529,sample_576,0,1,0,0.013248146,3.454588792,-0.089765975,18
530,sample_577,0,0,0,0.104951527,2.81034513,-0.070061009,0
531,sample_578,0,0,0,0.106994983,2.209560338,-0.0109434,0
532,sample_579,0,1,0,0.080837234,3.40331181,-0.108439361,18
533,sample_580,0,1,0,0.056058452,3.393792329,-0.127553977,18
534,sample_581,0,1,0,0.062421623,4.404309617,-0.147028492,18
535,sample_582,0,1,0,0.041970354,4.446213309,-0.147028492,18
536,sample_583,0,0,0,0.096345425,1.668134283,-0.020620349,0
537,sample_584,0,0,0,0.161759621,1.901527782,-0.037150824,0
538,sample_585,0,0,0,0.113048882,1.989381396,-0.007798588,0
539,sample_586,0,0,0,0.092472043,2.720767788,-0.094520619,0
540,sample_587,0,0,0,0.099109505,1.711910707,-0.049979384,0
541,sample_588,0,1,0,0.02397438,4.88836084,-0.109086071,18
542,sample_589,0,0,0,0.066332845,1.962854957,-0.011543143,0
543,sample_592,0,0,0,0.10335164,2.524979627,-0.02650313,0
544,sample_593,0,0,0,0.154699681,1.813018568,-0.047382642,0
545,sample_594,0,0,0,0.158306057,1.816819902,-0.005781795,0
546,sample_595,0,1,0,0.020946117,4.338182938,-0.126804208,18
547,sample_596,0,1,0,0.061031017,4.515472893,-0.132224842,18
548,sample_597,0,1,0,0.061031017,4.409069844,-0.106586636,18
549,sample_598,0,0,0,0.114054277,2.761650791,-0.059982663,0
550,sample_599,0,0,0,0.057843342,2.941794526,-0.088750537,0
551,sample_600,0,0,0,0.144450105,1.993170462,-0.009816648,0
552,sample_602,0,1,0,0.14000956,3.350685286,-0.083724941,18
553,sample_603,0,0,0,0.095198444,2.987093427,-0.055845376,0
554,sample_604,0,1,0,0.002285363,4.503218558,-0.102711876,18
555,sample_605,0,0,0,0.079307974,2.999702834,-0.063470057,0
556,sample_606,0,0,0,0.079898453,2.16242131,0.009757136,0
557,sample_607,0,0,0,0.062964888,2.509146604,-0.058977421,0
558,sample_608,0,0,0,0.142680232,2.010402685,-0.087208236,0
559,sample_613,0,1,0,0.047380482,5.720391441,-0.237923512,18
560,sample_614,0,0,0,0.143911379,1.725489985,-0.008521141,0
561,sample_615,0,1,0,0.107173688,3.499614303,-0.059514182,18
562,sample_616,0,0,0,0.103026202,2.355274954,-0.022247808,0
563,sample_617,0,0,0,0.107826194,2.667162418,-0.095958749,0
564,sample_618,0,0,0,0.098041079,2.724803991,-0.058217039,0
565,sample_619,0,0,0,0.145487861,1.748211092,-0.005341146,0
566,sample_620,0,0,0,0.15683199,2.737230569,-0.069224485,0
567,sample_621,0,0,0,0.13308215,1.911587955,-0.005803722,0
568,sample_622,0,0,0,0.151568384,1.777424501,-0.002264274,0
569,sample_623,0,1,0,0.062521502,3.313465699,-0.030852897,18
570,sample_624,0,0,0,0.135875487,1.736887385,-0.039381446,0
571,sample_625,0,0,0,0.153041257,1.66893707,-0.022243699,0
572,sample_626,0,1,0,0.100753674,3.493037148,-0.102435565,18
573,sample_627,0,1,0,-0.020713286,5.204298576,-0.123361413,18
574,sample_628,0,0,0,0.105287791,2.157611757,-0.048247337,0
575,sample_629,0,1,0,0.198733598,3.015459416,-0.065329051,0
576,sample_630,0,0,0,0.022648134,2.947811126,-0.136076031,0
577,sample_631,0,0,0,0.052163696,1.967194221,0.003002642,0
578,sample_632,0,0,0,0.0605986,2.81569084,-0.08347839,0
579,sample_633,0,0,0,0.159496557,2.157306938,-0.046661839,0
580,sample_634,0,1,0,0.135289165,3.072419419,-0.111756157,0
581,sample_635,0,0,0,0.094439284,2.359930876,-0.013556962,0
582,sample_636,0,0,0,0.119911309,2.396899493,-0.046305948,0
583,sample_637,0,0,0,0.116243117,1.89261164,-0.066422831,0
584,sample_638,0,1,0,0.117552735,3.14189629,-0.127163222,0
585,sample_641,0,1,0,0.085262219,3.223551802,-0.095709378,18
586,sample_642,0,1,0,-0.15913852,7.403798742,-0.257346412,18
587,sample_643,0,0,0,0.120810029,1.696448848,-0.021749173,0
588,sample_644,0,0,0,0.158977559,1.689446758,-0.020565749,0
589,sample_645,0,0,0,0.120275322,1.784743354,0.010615388,0
590,sample_646,0,0,0,0.14067753,2.013922036,-0.026899805,0
591,sample_647,0,0,0,0.166288276,2.055152567,-0.047596989,0
592,sample_648,0,1,0,0.104105953,3.515365685,-0.098837928,18
593,sample_649,0,0,0,0.120919056,2.018023978,-0.056337916,0
594,sample_650,0,1,0,0.006439675,5.020896172,-0.178098161,18
595,sample_651,0,1,0,0.052800369,3.211242706,-0.093228866,18
596,sample_652,0,1,0,0.128671522,3.196294971,-0.039203191,18
597,sample_653,0,1,0,-0.126896659,5.290062454,-0.176073332,18
598,sample_654,0,0,0,0.100225091,1.783851992,0.019172449,0
599,sample_655,0,0,0,0.117500693,2.895430924,0.021512682,0
600,sample_656,0,0,0,0.114852555,2.884579099,-0.062923153,0
601,sample_657,0,0,0,0.13666382,1.701638706,0.00850519,0
602,sample_658,0,1,0,0.117039579,4.210059677,-0.092658048,18
603,sample_659,0,1,0,0.054262583,4.246236057,-0.153191602,18
604,sample_660,0,0,0,0.158260376,1.812419919,-0.060565984,0
605,sample_661,0,0,0,0.094076156,2.195145003,0.015847991,0
606,sample_662,0,1,0,0.073584101,3.199369,-0.043607326,18
607,sample_663,0,1,0,0.127906476,3.30758123,-0.105688599,18
608,sample_664,0,0,0,0.104038017,1.678570726,0.010376275,0
609,sample_665,0,0,0,0.105058095,2.593932881,-0.084558692,0
610,sample_666,0,0,0,0.090259342,2.978384184,-0.052671926,0
611,sample_667,0,0,1,0.07006846,-0.004297822,3.006830314,0
612,sample_668,0,0,1,0.028407033,-0.111445344,4.773811736,21
613,sample_669,0,0,1,0.015109072,-0.147774544,4.792048516,21
614,sample_670,0,0,0,0.124133993,0.019676253,1.821134353,0
615,sample_671,0,0,0,0.153024446,0.022212035,1.637236419,0
616,sample_672,0,0,1,0.050155393,-0.042156021,3.782745525,21
617,sample_673,0,0,1,0.005562883,-0.071971507,4.366768005,21
618,sample_674,0,0,0,0.146698469,-0.010489622,1.799409661,0
619,sample_675,0,0,1,0.038134812,-0.035994252,3.306472342,21
620,sample_676,0,0,0,0.075338622,-0.049318562,2.161845841,0
621,sample_677,0,0,1,0.044440718,-0.097331924,4.268168475,21
622,sample_678,0,0,1,0.032447873,-0.039995441,4.264056738,21
623,sample_679,0,0,0,0.145687131,-0.00755329,1.656695537,0
624,sample_680,0,0,0,0.06633599,-0.008344925,2.423693165,0
625,sample_681,0,0,0,0.037683618,0.039021215,2.941438379,0
626,sample_682,0,0,0,0.086157624,-0.018577154,2.774096404,0
627,sample_683,0,0,0,0.158237751,0.027822325,1.83498861,0
628,sample_686,0,0,0,0.089478461,-0.037553653,2.425682632,0
629,sample_687,0,0,0,0.100604724,-0.019315898,2.407372407,0
630,sample_688,0,0,1,0.033820973,-0.105748093,4.788427654,21
631,sample_689,0,0,0,0.170012486,0.006656043,1.989485753,0
632,sample_690,0,0,0,0.161109552,0.01411318,2.491527571,0
633,sample_691,0,0,0,0.09839208,0.006974004,2.565592197,0
634,sample_692,0,0,0,0.103865657,-0.095490547,2.514285522,0
635,sample_693,0,0,0,0.148436288,0.052125505,1.750118051,0
636,sample_694,0,0,1,0.03201177,-0.025028385,3.265331837,21
637,sample_695,0,0,0,0.138993893,-0.046649185,1.960767045,0
638,sample_696,0,0,0,0.062573056,0.052956875,2.677416506,0
639,sample_697,0,0,0,0.140750651,0.012322098,1.747783586,0
640,sample_698,0,0,0,0.08510699,-0.016770045,2.043253293,0
641,sample_699,0,0,1,-0.116275926,-0.175538102,6.364834276,21
642,sample_700,0,0,1,-0.010909032,-0.235508057,6.28054272,21
643,sample_701,0,0,1,-0.010380996,-0.032242225,4.140561408,21
644,sample_702,0,0,0,0.088544699,-0.046638895,2.679511154,0
645,sample_703,0,0,0,0.076369552,0.005748347,2.519220377,0
646,sample_704,0,0,1,0.021072634,-0.072514507,3.832989732,21
647,sample_705,0,0,0,0.108789817,0.057303484,2.370711328,0
648,sample_706,0,0,1,-0.072231409,-0.183905735,6.520850681,21
649,sample_707,0,0,1,-0.011338174,-0.296196386,6.652377011,21
650,sample_711,0,0,0,0.145611966,-0.017029601,2.224489532,0
651,sample_712,0,0,1,0.040132308,-0.098660241,3.757559505,21
652,sample_713,0,0,1,0.074084801,-0.07779012,3.666762948,21
653,sample_714,0,0,1,0.083300148,-0.028184231,4.590120701,21
654,sample_715,0,0,1,0.063954439,-0.0801383,3.098907159,0
655,sample_716,0,0,1,0.166189758,-0.062682018,3.0521721,0
656,sample_717,0,0,0,0.115095337,-0.075496695,2.081282045,0
657,sample_718,0,0,1,0.017428833,-0.029101008,4.417588495,21
658,sample_720,0,0,1,0.016963536,-0.080523969,4.309461087,21
659,sample_721,0,0,1,-0.143914155,-0.120719025,6.228048735,21
660,sample_722,0,0,1,-0.015840313,-0.138611115,6.25199965,21
661,sample_723,0,0,1,-0.068234157,-0.174395294,6.287926023,21
662,sample_724,0,0,0,0.108164499,-0.028686213,1.817363493,0
663,sample_725,0,0,0,0.111037747,0.022111428,1.65348331,0
664,sample_726,0,0,0,0.154134165,-0.004843027,2.583814118,0
665,sample_727,0,0,0,0.108400948,-0.084722317,2.815515878,0
666,sample_728,0,0,0,0.041964811,-0.052924283,2.424248414,0
667,sample_729,0,0,0,0.087175175,-0.061746561,2.377747406,0
668,sample_730,0,0,0,0.137775202,0.034721802,1.929027438,0
669,sample_731,0,0,0,0.15394376,0.001905429,2.449154457,0
670,sample_732,0,0,0,0.08203299,-0.055606145,2.601997457,0
671,sample_733,0,0,1,0.092353139,-0.097594583,3.043409276,0
672,sample_734,0,0,0,0.155075461,-0.014846346,1.940095711,0
673,sample_735,0,0,1,0.113125894,-0.075682676,3.875693688,21
674,sample_736,0,0,1,0.034920244,-0.072040864,3.861068556,21
675,sample_737,0,0,1,-0.120628001,-0.245963652,6.347803311,21
676,sample_738,0,0,0,0.065729712,-0.031679568,2.689512348,0
677,sample_739,0,0,0,0.09867277,-0.036871782,2.812014234,0
678,sample_740,0,0,1,0.08022535,-0.113767778,3.299190741,21
679,sample_741,0,0,0,0.160518375,0.074248936,1.696508092,0
680,sample_742,0,0,0,0.076801277,-0.01982276,2.83131037,0
681,sample_743,0,0,0,0.16863416,0.000177511,2.04650239,0
682,sample_744,0,0,1,0.12451646,0.016426616,3.02552537,0
683,sample_745,0,0,0,0.05591131,-0.087594255,2.966251898,0
684,sample_746,0,0,0,0.071499493,0.000759086,2.664483894,0
685,sample_747,0,0,1,0.068182196,-0.052532019,4.110693773,21
686,sample_748,0,0,0,0.080249728,-0.037449358,2.91323732,0
687,sample_749,0,0,0,0.139013756,-0.004079863,1.773060959,0
688,sample_750,0,0,0,0.094946905,-0.004828692,2.69027118,0
689,sample_751,0,0,0,0.089900078,0.00147872,2.82174315,0
690,sample_752,0,0,0,0.089900078,-0.046163196,2.840344183,0
691,sample_753,0,0,1,0.102133136,-0.186405651,3.946068128,21
692,sample_754,0,0,0,0.134661862,0.008630196,1.901075088,0
693,sample_755,0,0,1,-0.002088512,-0.143732569,5.034116374,21
694,sample_758,0,0,1,0.054572128,-0.130010688,5.67239773,21
695,sample_759,0,0,1,-0.017781614,-0.177662292,5.481033911,21
696,sample_760,0,0,0,0.12000016,-0.005914229,1.746297319,0
697,sample_761,0,0,0,0.092418936,-0.021628585,2.119423048,0
698,sample_762,0,0,0,0.127995667,0.005525629,1.740134569,0
699,sample_763,0,0,0,0.056321319,0.022984467,1.856008632,0
700,sample_764,0,0,0,0.114579012,-0.059668797,2.949877218,0
701,sample_765,0,0,1,0.063279876,-0.029326123,3.321986568,21
702,sample_766,0,0,1,0.130633573,-0.045008461,3.331433361,21
703,sample_767,0,0,1,-0.000667288,-0.06277274,4.253651085,21
704,sample_768,0,0,0,0.09953552,0.056188907,2.642622801,0
705,sample_769,0,0,0,0.129443545,-0.068924719,2.760543128,0
706,sample_770,0,0,0,0.138368865,-0.036278101,2.980507596,0
707,sample_771,0,0,0,0.106699446,-0.041358438,2.733709315,0
708,sample_772,0,0,1,-0.180347456,-0.159729244,7.084941108,21
709,sample_773,0,0,1,-0.062616358,-0.213334914,7.017667758,21
710,sample_774,0,0,0,0.02062763,0.011175937,2.617801217,0
711,sample_775,0,0,0,0.056164218,-0.019430156,2.555304286,0
712,sample_776,0,0,0,0.095826988,-0.040942051,2.557703994,0
713,sample_777,0,0,1,0.071406284,-0.081667125,3.146958792,21
714,sample_778,0,0,0,0.063638254,-0.014631179,2.811550989,0
715,sample_779,0,0,0,0.135458724,0.003495167,2.008110655,0
716,sample_780,0,0,0,0.133925909,-0.009840338,1.732509741,0
717,sample_781,0,0,0,0.150049269,-0.000755145,1.684053497,0
718,sample_782,0,0,0,0.135336674,-0.017316228,2.21422691,0
719,sample_783,0,0,1,0.031644859,-0.151985789,5.428288789,21
720,sample_784,0,0,1,-0.049075542,-0.193333871,5.433477837,21
721,sample_785,0,0,0,0.127107721,-0.002195899,1.817291778,0
722,sample_786,0,0,1,0.041411529,-0.017270119,4.142162234,21
723,sample_787,0,0,0,0.127257777,-0.042269899,2.396388762,0
724,sample_788,0,0,0,0.109418271,-0.003433066,2.488132661,0
725,sample_790,0,0,0,0.169288128,0.005584284,1.580161204,0
726,sample_791,0,0,0,0.096991379,-0.009620405,2.864671599,0
727,sample_792,0,0,1,0.113874479,-0.073549714,3.698800568,21
728,sample_793,0,0,1,-0.081302604,-0.148547675,6.057418169,21
729,sample_794,0,0,1,0.013494723,-0.165686083,6.00579864,21
730,sample_795,0,0,0,0.125451291,-0.009950048,1.919802639,0
731,sample_796,0,0,0,0.109290273,0.034873946,2.015357361,0
732,sample_797,0,0,1,0.053138789,-0.191529265,5.600249086,21
733,sample_798,0,0,1,0.053138789,-0.191529265,5.724325798,21
734,sample_799,0,0,1,-0.01704803,-0.084372592,3.724661447,21
735,sample_800,0,0,1,0.065651708,-0.076403895,3.749385094,21
736,sample_801,0,0,1,0.013724094,-0.062217595,3.770749102,21
737,sample_802,0,0,0,0.15562906,0.002830551,2.152084988,0
738,sample_803,0,0,1,0.102335032,-0.153211523,4.91323988,21
739,sample_804,0,0,1,0.024705457,-0.115785789,4.997782394,21
740,sample_805,0,0,0,0.105758004,-0.014036483,2.47932149,0
741,sample_806,0,0,1,-0.03849846,-0.145863726,4.29045603,21
742,sample_807,0,0,1,0.070553242,-0.030152774,4.210338274,21
743,sample_808,0,0,0,0.064028479,0.010071454,2.65625793,0
744,sample_809,0,0,1,0.065187041,-0.22985735,5.258957154,21
745,sample_810,0,0,1,0.040887962,-0.165133372,5.328936874,21
746,sample_811,0,0,0,0.09320794,0.026845976,2.242716639,0
747,sample_812,0,0,1,0.077602785,-0.148535032,5.154655031,21
748,sample_813,0,0,1,-0.006776235,-0.186954736,5.164298124,21
749,sample_814,0,0,1,0.065434328,-0.154015143,4.991127878,21
750,sample_815,0,0,1,0.056261887,-0.172809047,4.943956417,21
751,sample_816,0,0,0,0.132600586,0.000506799,1.744027902,0
752,sample_817,0,0,0,0.137177535,0.016512978,1.727271333,0
753,sample_819,0,0,0,0.148315368,0.017822707,1.782502953,0
754,sample_820,0,0,0,0.128244326,0.031023026,2.144184742,0
755,sample_821,0,0,0,0.153659089,0.004894729,2.103712415,0
756,sample_822,0,0,1,0.088661071,-0.161782837,3.860736351,21
757,sample_823,0,0,1,-0.006678547,-0.085814785,3.88979156,21
758,sample_824,0,0,0,0.103626705,0.03104483,2.081456424,0
759,sample_827,0,0,1,0.041806008,-0.075649916,4.127253638,21
760,sample_828,0,0,1,0.070498133,-0.024252854,3.097797033,0
761,sample_829,0,0,0,0.053803797,-0.017118011,2.166274612,0
762,sample_830,0,0,0,0.113561176,0.045983567,1.945101611,0
763,sample_831,0,0,0,0.137444621,0.003957844,1.787586321,0
764,sample_832,0,0,1,0.070971007,-0.07636028,3.152258407,21
765,sample_833,0,0,1,-0.107694999,-0.087601775,6.177968578,21
766,sample_834,0,0,1,-0.096363373,-0.157255688,6.160485905,21
767,sample_835,0,0,1,-9.12E-05,-0.13587564,4.775898174,21
768,sample_836,0,0,1,0.081902484,-0.09160114,4.057456034,21
769,sample_837,0,0,1,0.093014479,-0.09160114,4.038407343,21
770,sample_838,0,0,0,0.168853694,0.003915702,1.730436626,0
771,sample_839,0,0,1,0.045937456,-0.097099006,3.844503667,21
772,sample_840,0,0,0,0.082650011,-0.024572365,2.830251306,0
773,sample_841,0,0,0,0.101335851,-0.041033618,2.406293778,0
774,sample_842,0,0,0,0.075019886,0.030859958,2.397271372,0
775,sample_843,0,0,1,-0.080931153,-0.205295159,5.641461752,21
776,sample_844,0,0,0,0.158916524,-0.009830701,2.015711914,0
777,sample_845,0,0,1,0.03896611,-0.07026984,3.182710337,21
778,sample_846,0,0,1,0.009210976,-0.05502812,3.204133537,21
779,sample_848,0,0,1,0.115072099,-0.042316356,3.0521721,0
780,sample_849,0,0,0,0.160350146,0.004351176,1.959287283,0
781,sample_850,0,0,0,0.141313522,0.005300583,2.240615299,0
782,sample_852,0,0,1,0.068902578,-0.064908562,3.446288056,21
783,sample_853,0,0,1,0.068902578,-0.002614413,3.528579746,21
784,sample_854,0,0,1,-0.004707972,-0.165122498,5.001436225,21
785,sample_855,0,0,1,0.045994616,-0.137500989,4.186653626,21
786,sample_856,0,0,1,-0.056523247,-0.040253625,4.085114484,21
787,sample_857,0,0,0,0.096268965,0.014779384,2.184477364,0
788,sample_858,0,0,0,0.146616729,-0.001090949,1.846941384,0
789,sample_859,0,0,1,0.020597232,-0.073632163,3.577465422,21
790,sample_860,0,0,1,-0.010307761,-0.132943145,4.342282438,21
791,sample_861,0,0,1,-0.014275422,-0.092295386,4.289230376,21
792,sample_862,0,0,0,0.070280541,0.000140374,2.447507698,0
793,sample_863,0,0,1,0.111807745,-0.111794886,4.387892118,21
794,sample_864,0,0,1,0.018453029,-0.049421153,4.341969623,21
795,sample_866,0,0,0,0.1532748,-0.009926276,1.825399862,0
796,sample_867,0,0,1,0.142431557,-0.062489785,3.477827836,21
797,sample_868,0,0,0,0.106341187,-0.011110376,2.53388031,0
798,sample_869,0,0,0,0.147554953,0.003049084,2.275314319,0
799,sample_870,0,0,0,0.102235954,-0.005955849,2.047283528,0
800,sample_871,0,0,1,-0.007732053,-0.02489933,4.154689465,21
801,sample_872,0,0,1,-0.045838254,-0.114688828,4.135092445,21
802,sample_873,0,0,0,0.099810391,0.082766445,1.644390358,0
803,sample_874,0,0,0,0.133917424,0.04720398,2.143813429,0
804,sample_875,0,0,1,-0.060157278,-0.152089286,5.630778293,21
805,sample_876,0,0,1,0.048905566,-0.104204,5.636120022,21
806,sample_877,0,0,0,0.142637555,0.09571735,1.90406831,0
807,sample_878,0,0,1,-0.086384388,-0.063090714,4.882938065,21
